station,valid,tmpf,dwpf,sped,p01m
ORD,2018/4/13 12:51,43,38,10.35,0
ORD,2018/4/13 13:51,47,39,12.65,0
ORD,2018/4/13 14:51,47,39,10.35,0
ORD,2018/4/13 15:51,47,39,8.05,0
ORD,2018/4/13 16:51,45,38,13.8,0
ORD,2018/4/13 17:51,44,37,19.55,T
ORD,2018/4/13 18:32,43,36,20.7,0
ORD,2018/4/13 18:51,43,36,24.15,0
ORD,2018/4/13 19:51,42,37,13.8,T
ORD,2018/4/13 20:33,43,37,11.5,0
ORD,2018/4/13 20:51,44,38,12.65,0
ORD,2018/4/13 21:51,45,39,6.9,T
ORD,2018/4/13 22:51,43,39,5.75,T
ORD,2018/4/13 23:51,41,38,12.65,0.25
ORD,2018/4/14 0:29,40,38,19.55,0
ORD,2018/4/14 0:51,40,38,13.8,0
ORD,2018/4/14 1:12,40,38,18.4,0
ORD,2018/4/14 1:51,41,38,14.95,0
ORD,2018/4/14 2:51,40,38,13.8,0
ORD,2018/4/14 3:51,40,37,16.1,T
ORD,2018/4/14 4:51,39,37,20.7,1.02
ORD,2018/4/14 5:51,39,36,19.55,0.25
ORD,2018/4/14 6:51,39,36,19.55,1.78
ORD,2018/4/14 7:22,39,36,19.55,3.05
ORD,2018/4/14 7:51,39,36,20.7,5.59
ORD,2018/4/14 8:03,39,36,19.55,1.02
ORD,2018/4/14 8:51,39,36,18.4,2.79
ORD,2018/4/14 9:51,38,35,18.4,0.51
ORD,2018/4/14 10:51,38,36,19.55,1.02
ORD,2018/4/14 11:51,39,36,27.6,1.02
ORD,2018/4/14 12:51,39,36,25.3,0.25
ORD,2018/4/14 13:51,39,36,19.55,T
ORD,2018/4/14 14:34,39,36,24.15,T
ORD,2018/4/14 14:51,39,36,27.6,T
ORD,2018/4/14 15:22,39,36,19.55,T
ORD,2018/4/14 15:42,39,36,25.3,T
ORD,2018/4/14 15:51,39,36,18.4,T
ORD,2018/4/14 16:51,39,36,20.7,0.25
ORD,2018/4/14 17:51,38,35,24.15,T
ORD,2018/4/14 18:51,38,35,25.3,T
ORD,2018/4/14 19:51,38,35,21.85,T
ORD,2018/4/14 20:51,37,34,24.15,T
ORD,2018/4/14 21:51,36,33,24.15,T
ORD,2018/4/14 22:30,36,33,27.6,0.25
ORD,2018/4/14 22:38,36,32,24.15,0.25
ORD,2018/4/14 22:51,36,32,26.45,0.25
ORD,2018/4/14 23:51,36,32,17.25,0.51
ORD,2018/4/15 0:51,36,33,16.1,0.51
ORD,2018/4/15 1:51,36,32,19.55,0
ORD,2018/4/15 2:51,36,33,19.55,1.02
ORD,2018/4/15 3:11,36,33,20.7,4.57
ORD,2018/4/15 3:51,36,33,17.25,4.57
ORD,2018/4/15 4:31,36,32,18.4,0.25
ORD,2018/4/15 4:51,36,33,13.8,1.78
ORD,2018/4/15 5:11,36,33,16.1,2.03
ORD,2018/4/15 5:51,36,33,18.4,2.79
ORD,2018/4/15 6:09,36,33,18.4,0.51
ORD,2018/4/15 6:51,35,33,18.4,2.03
ORD,2018/4/15 7:51,35,32,19.55,0.76
ORD,2018/4/15 8:19,35,32,20.7,0.25
ORD,2018/4/15 8:51,35,32,19.55,0.76
ORD,2018/4/15 9:51,35,32,17.25,1.02
ORD,2018/4/15 10:51,35,32,17.25,1.52
ORD,2018/4/15 10:56,34,32,18.4,0.25
ORD,2018/4/15 11:51,34,30.9,14.95,2.03
ORD,2018/4/15 12:08,34,30.9,19.55,0.51
ORD,2018/4/15 12:51,34,30.9,17.25,1.27
ORD,2018/4/15 13:51,34,30.9,19.55,2.79
ORD,2018/4/15 14:51,34,30.9,16.1,2.79
ORD,2018/4/15 15:29,34,30.9,12.65,1.02
ORD,2018/4/15 15:51,34,30.9,12.65,1.02
ORD,2018/4/15 16:18,34,30.9,10.35,0.25
ORD,2018/4/15 16:51,34,32,10.35,1.02
ORD,2018/4/15 16:58,35,32,10.35,0.25
ORD,2018/4/15 17:22,35,33,11.5,0.25
ORD,2018/4/15 17:51,36,33,10.35,0.25
ORD,2018/4/15 18:07,36,33,10.35,T
ORD,2018/4/15 18:21,36,33,12.65,T
ORD,2018/4/15 18:51,37,34,11.5,T
ORD,2018/4/15 19:19,37,34,11.5,T
ORD,2018/4/15 19:51,36,32,9.2,T
ORD,2018/4/15 20:07,37,32,8.05,T
ORD,2018/4/15 20:51,36,32,9.2,T
ORD,2018/4/15 21:51,35,32,11.5,0.25
ORD,2018/4/15 22:16,35,32,12.65,T
ORD,2018/4/15 22:41,35,32,13.8,T
ORD,2018/4/15 22:51,35,32,10.35,T
ORD,2018/4/15 22:54,35,32,10.35,T
ORD,2018/4/15 23:41,35,32,11.5,T
ORD,2018/4/15 23:51,35,32,11.5,T
ORD,2018/4/16 0:51,34,30,11.5,T
ORD,2018/4/16 1:19,33,30,12.65,T
ORD,2018/4/16 1:51,33,28.9,12.65,T
ORD,2018/4/16 2:32,32,28.9,10.35,0.25
ORD,2018/4/16 2:51,30.9,28,10.35,0.51
ORD,2018/4/16 3:16,30.9,27,13.8,0.25
ORD,2018/4/16 3:42,30,27,13.8,0.51
ORD,2018/4/16 3:51,30,27,13.8,0.51
ORD,2018/4/16 4:17,28.9,26.1,17.25,T
ORD,2018/4/16 4:51,28.9,24.1,12.65,T
ORD,2018/4/16 5:51,28,24.1,11.5,0.25
ORD,2018/4/16 6:51,28,23,13.8,T
ORD,2018/4/16 7:51,28,23,13.8,T
ORD,2018/4/16 8:51,28,23,13.8,T
ORD,2018/4/16 9:07,27,23,12.65,T
ORD,2018/4/16 9:51,27,23,16.1,T
ORD,2018/4/16 10:17,28,21.9,12.65,T
ORD,2018/4/16 10:51,28,23,13.8,T
ORD,2018/4/16 11:51,28,23,13.8,T
ORD,2018/4/16 12:36,28,23,13.8,T
ORD,2018/4/16 12:51,28,23,12.65,T
ORD,2018/4/16 13:37,28,23,12.65,T
ORD,2018/4/16 13:51,28.9,23,14.95,T
ORD,2018/4/16 14:34,28.9,23,16.1,0.25
ORD,2018/4/16 14:51,28.9,23,17.25,0.25
ORD,2018/4/16 15:51,30,23,14.95,T
ORD,2018/4/16 16:51,30.9,23,16.1,0
ORD,2018/4/16 17:51,32,24.1,17.25,T
ORD,2018/4/16 18:51,33,24.1,16.1,T
ORD,2018/4/16 19:51,33,24.1,16.1,0
ORD,2018/4/16 20:33,33,24.1,16.1,0
ORD,2018/4/16 20:51,34,24.1,16.1,0
ORD,2018/4/16 21:28,34,23,16.1,0
ORD,2018/4/16 21:51,34,23,14.95,0
ORD,2018/4/16 22:51,34,23,14.95,0
ORD,2018/4/16 23:51,34,23,14.95,0
ORD,2018/4/17 0:51,34,23,14.95,0
ORD,2018/4/17 1:51,34,24.1,17.25,T
ORD,2018/4/17 2:51,33,23,13.8,T
ORD,2018/4/17 3:51,33,21.9,14.95,T
ORD,2018/4/17 4:51,32,21.9,13.8,T
ORD,2018/4/17 5:51,32,21,12.65,T
ORD,2018/4/17 6:51,32,21,11.5,0
ORD,2018/4/17 7:51,30.9,19.9,14.95,0
ORD,2018/4/17 8:51,30,19.9,11.5,0
ORD,2018/4/17 9:51,30,21,9.2,0
ORD,2018/4/17 10:51,30,21,8.05,0
ORD,2018/4/17 11:51,30.9,21,12.65,0
ORD,2018/4/17 12:51,30.9,19.9,20.7,0
ORD,2018/4/17 13:51,33,19.9,21.85,0
ORD,2018/4/17 14:51,33,18,19.55,0
ORD,2018/4/17 15:51,35,19.9,18.4,0
ORD,2018/4/17 16:51,37,19.9,16.1,0
ORD,2018/4/17 17:51,38,21,10.35,0
ORD,2018/4/17 18:51,40,21,10.35,0
ORD,2018/4/17 19:51,41,21,9.2,0
ORD,2018/4/17 20:51,43,21,11.5,0
ORD,2018/4/17 21:51,43,21.9,6.9,0
ORD,2018/4/17 22:51,43,21,6.9,0
ORD,2018/4/17 23:51,41,19.9,9.2,0
ORD,2018/4/18 0:51,40,21,9.2,0
ORD,2018/4/18 1:51,38,21.9,9.2,0
ORD,2018/4/18 2:51,36,23,9.2,0
ORD,2018/4/18 3:51,34,23,4.6,0
ORD,2018/4/18 4:51,33,24.1,4.6,0
ORD,2018/4/18 5:51,33,24.1,3.45,0
ORD,2018/4/18 6:51,32,24.1,4.6,0
ORD,2018/4/18 7:51,32,25,3.45,0
ORD,2018/4/18 8:51,30.9,24.1,0,0
ORD,2018/4/18 9:51,30,24.1,4.6,0
ORD,2018/4/18 10:51,30.9,24.1,8.05,0
ORD,2018/4/18 11:09,30.9,25,5.75,0
ORD,2018/4/18 11:51,34,26.1,11.5,0
ORD,2018/4/18 12:51,36,27,13.8,0
ORD,2018/4/18 13:36,36,26.1,13.8,0
ORD,2018/4/18 13:51,36,26.1,16.1,0
ORD,2018/4/18 14:51,36,26.1,18.4,0
ORD,2018/4/18 15:51,37,26.1,18.4,0
ORD,2018/4/18 16:51,35,26.1,19.55,0
ORD,2018/4/18 17:25,35,28,19.55,0
ORD,2018/4/18 17:51,35,28,21.85,0
ORD,2018/4/18 18:04,35,28,19.55,0
ORD,2018/4/18 18:51,35,27,16.1,0
ORD,2018/4/18 19:51,36,28,13.8,0
ORD,2018/4/18 20:27,36,28.9,13.8,0
ORD,2018/4/18 20:36,36,28.9,13.8,0
ORD,2018/4/18 20:51,34,30,13.8,0
ORD,2018/4/18 21:24,34,30,14.95,0
ORD,2018/4/18 21:51,34,30.9,14.95,0
ORD,2018/4/18 22:07,34,30.9,11.5,0
ORD,2018/4/18 22:51,34,32,11.5,0
ORD,2018/4/18 23:51,33,32,9.2,0
ORD,2018/4/19 0:12,33,32,9.2,0
ORD,2018/4/19 0:28,33,32,9.2,0
ORD,2018/4/19 0:41,32,30.9,9.2,0
ORD,2018/4/19 0:51,32,30.9,9.2,0
ORD,2018/4/19 1:03,32,30.9,8.05,0
ORD,2018/4/19 1:51,32,32,8.05,0
ORD,2018/4/19 2:39,32,32,9.2,0
ORD,2018/4/19 2:51,32,32,9.2,0
ORD,2018/4/19 3:01,32,32,11.5,0
ORD,2018/4/19 3:17,33,32,11.5,0
ORD,2018/4/19 3:51,33,32,12.65,0
ORD,2018/4/19 4:51,32,32,11.5,0
ORD,2018/4/19 5:51,32,32,10.35,0
ORD,2018/4/19 6:51,32,32,11.5,0
ORD,2018/4/19 7:51,33,33,12.65,0
ORD,2018/4/19 8:38,34,33,9.2,0
ORD,2018/4/19 8:51,34,33,10.35,0
ORD,2018/4/19 9:51,34,32,10.35,0
ORD,2018/4/19 10:51,32,28.9,10.35,0
ORD,2018/4/19 11:51,33,28,10.35,0
ORD,2018/4/19 12:51,34,26.1,10.35,0
ORD,2018/4/19 13:51,36,27,11.5,0
ORD,2018/4/19 14:51,41,28.9,12.65,0
ORD,2018/4/19 15:51,45,27,12.65,0
ORD,2018/4/19 16:51,48,27,12.65,0
ORD,2018/4/19 17:51,50,28,9.2,0
ORD,2018/4/19 18:51,52,27,10.35,0
ORD,2018/4/19 19:51,53,26.1,12.65,0
ORD,2018/4/19 20:51,54,21.9,12.65,0
ORD,2018/4/19 21:51,54,24.1,8.05,0
ORD,2018/4/19 22:51,53,21.9,5.75,0
ORD,2018/4/19 23:51,49,21.9,12.65,0
ORD,2018/4/20 0:51,45,23,8.05,0
ORD,2018/4/20 1:51,42,26.1,9.2,0
ORD,2018/4/20 2:51,42,24.1,5.75,0
ORD,2018/4/20 3:51,40,24.1,6.9,0
ORD,2018/4/20 4:51,40,23,6.9,0
ORD,2018/4/20 5:51,39,23,4.6,0
ORD,2018/4/20 6:51,37,23,4.6,0
ORD,2018/4/20 7:51,37,23,4.6,0
ORD,2018/4/20 8:51,37,23,5.75,0
ORD,2018/4/20 9:51,37,23,3.45,0
ORD,2018/4/20 10:51,36,23,5.75,0
ORD,2018/4/20 11:51,39,23,0,0
ORD,2018/4/20 12:51,43,24.1,4.6,0
ORD,2018/4/20 13:51,46,25,4.6,0
ORD,2018/4/20 14:51,49,25,3.45,0
ORD,2018/4/20 15:51,53,25,0,0
ORD,2018/4/20 16:51,56,19,3.45,0
ORD,2018/4/20 17:51,58,15.1,5.75,0
ORD,2018/4/20 18:51,58,17.1,0,0
ORD,2018/4/20 19:51,59,18,3.45,0
ORD,2018/4/20 20:51,61,21,8.05,0
ORD,2018/4/20 21:51,59,16,12.65,0
ORD,2018/4/20 22:51,56,10.9,13.8,0
ORD,2018/4/20 23:51,53,10.9,10.35,0
ORD,2018/4/21 0:51,50,10,8.05,0
ORD,2018/4/21 1:51,49,10.9,5.75,0
ORD,2018/4/21 2:51,47,12,3.45,0
ORD,2018/4/21 3:51,46,14,3.45,0
ORD,2018/4/21 4:51,44,17.1,0,0
ORD,2018/4/21 5:51,43,19,3.45,0
ORD,2018/4/21 6:51,42,19,0,0
ORD,2018/4/21 7:51,40,21,0,0
ORD,2018/4/21 8:51,41,21.9,3.45,0
ORD,2018/4/21 9:51,43,17.1,0,0
ORD,2018/4/21 10:51,42,21.9,0,0
ORD,2018/4/21 11:51,43,21.9,3.45,0
ORD,2018/4/21 12:51,45,19.9,3.45,0
ORD,2018/4/21 13:51,47,18,0,0
ORD,2018/4/21 14:51,48,19,0,0
ORD,2018/4/21 15:51,49,21,0,0
ORD,2018/4/21 16:51,50,25,3.45,0
ORD,2018/4/21 17:51,52,25,3.45,0
ORD,2018/4/21 18:51,52,26.1,5.75,0
ORD,2018/4/21 19:51,54,24.1,4.6,0
ORD,2018/4/21 20:51,54,21.9,8.05,0
ORD,2018/4/21 21:51,54,23,9.2,0
ORD,2018/4/21 22:51,51,19.9,9.2,0
ORD,2018/4/21 23:51,49,17.1,9.2,0
ORD,2018/4/22 0:51,48,17.1,6.9,0
ORD,2018/4/22 1:51,47,16,6.9,0
ORD,2018/4/22 2:51,47,16,4.6,0
ORD,2018/4/22 3:51,46,19,6.9,0
ORD,2018/4/22 4:51,45,19.9,4.6,0
ORD,2018/4/22 5:51,44,21,0,0
ORD,2018/4/22 6:51,44,21,6.9,0
ORD,2018/4/22 7:51,44,19.9,9.2,0
ORD,2018/4/22 8:51,44,19,4.6,0
ORD,2018/4/22 9:51,44,19.9,6.9,0
ORD,2018/4/22 10:51,42,24.1,8.05,0
ORD,2018/4/22 11:51,43,25,8.05,0
ORD,2018/4/22 12:51,45,27,6.9,0
ORD,2018/4/22 13:51,49,28,6.9,0
ORD,2018/4/22 14:51,53,21,9.2,0
ORD,2018/4/22 15:51,56,23,13.8,0
ORD,2018/4/22 16:51,58,24.1,14.95,0
ORD,2018/4/22 17:51,58,24.1,16.1,0
ORD,2018/4/22 18:51,60,24.1,14.95,0
ORD,2018/4/22 19:51,60,26.1,12.65,0
ORD,2018/4/22 20:51,60,25,16.1,0
ORD,2018/4/22 21:51,60,26.1,13.8,0
ORD,2018/4/22 22:51,57,25,13.8,0
ORD,2018/4/22 23:51,55,25,11.5,0
ORD,2018/4/23 0:51,51,26.1,11.5,0
ORD,2018/4/23 1:51,46,27,11.5,0
ORD,2018/4/23 2:51,46,28.9,9.2,0
ORD,2018/4/23 3:51,46,28,11.5,0
ORD,2018/4/23 4:51,45,28,8.05,0
ORD,2018/4/23 5:51,44,28.9,6.9,0
ORD,2018/4/23 6:51,46,28,5.75,0
ORD,2018/4/23 7:51,43,30,8.05,0
ORD,2018/4/23 8:51,46,26.1,8.05,0
ORD,2018/4/23 9:51,43,28,8.05,0
ORD,2018/4/23 10:51,43,27,10.35,0
ORD,2018/4/23 11:51,45,28,10.35,0
ORD,2018/4/23 12:51,47,28,12.65,0
ORD,2018/4/23 13:51,49,28,13.8,0
ORD,2018/4/23 14:51,51,28,13.8,0
ORD,2018/4/23 15:51,55,28.9,13.8,0
ORD,2018/4/23 16:51,57,28,16.1,0
ORD,2018/4/23 17:51,59,28.9,14.95,0
ORD,2018/4/23 18:51,59,28,17.25,0
ORD,2018/4/23 19:51,61,30,17.25,0
ORD,2018/4/23 20:51,62,30,16.1,0
ORD,2018/4/23 21:51,62,27,16.1,0
ORD,2018/4/23 22:51,59,25,13.8,0
ORD,2018/4/23 23:51,55,23,12.65,0
ORD,2018/4/24 0:51,54,25,13.8,0
ORD,2018/4/24 1:51,52,26.1,13.8,0
ORD,2018/4/24 2:51,50,28.9,10.35,0
ORD,2018/4/24 3:51,49,30.9,9.2,T
ORD,2018/4/24 4:51,49,30.9,4.6,0
ORD,2018/4/24 5:51,49,30.9,5.75,0
ORD,2018/4/24 6:51,49,33,4.6,0
ORD,2018/4/24 7:51,49,34,3.45,T
ORD,2018/4/24 8:31,50,35,4.6,0
ORD,2018/4/24 8:51,50,36,4.6,0
ORD,2018/4/24 9:34,50,35,6.9,0
ORD,2018/4/24 9:51,49,34,6.9,0
ORD,2018/4/24 10:51,48,35,6.9,T
ORD,2018/4/24 11:04,48,36,5.75,T
ORD,2018/4/24 11:51,49,37,5.75,T
ORD,2018/4/24 12:51,50,38,5.75,T
ORD,2018/4/24 13:51,52,41,6.9,0
ORD,2018/4/24 14:51,57,44,6.9,0
ORD,2018/4/24 15:51,59,46,6.9,0
ORD,2018/4/24 16:51,61,47,9.2,0
ORD,2018/4/24 17:51,64,48,9.2,0
ORD,2018/4/24 18:51,62,47,8.05,0
ORD,2018/4/24 19:51,64,47,13.8,0
ORD,2018/4/24 20:51,63,47,10.35,0
ORD,2018/4/24 21:51,63,47,10.35,0
ORD,2018/4/24 22:51,62,47,9.2,0
ORD,2018/4/24 23:51,59,47,8.05,0
ORD,2018/4/25 0:51,56,46,9.2,0
ORD,2018/4/25 1:51,53,46,8.05,0
ORD,2018/4/25 2:51,51,45,12.65,0
ORD,2018/4/25 3:51,48,44,10.35,0
ORD,2018/4/25 4:51,48,44,10.35,0
ORD,2018/4/25 5:51,48,37,13.8,0
ORD,2018/4/25 6:51,48,32,21.85,0
ORD,2018/4/25 7:51,47,28.9,25.3,0
ORD,2018/4/25 8:09,46,28.9,21.85,0
ORD,2018/4/25 8:51,46,28.9,20.7,0
ORD,2018/4/25 9:51,44,30,18.4,0
ORD,2018/4/25 10:51,43,30.9,16.1,0
ORD,2018/4/25 11:51,44,32,13.8,0
ORD,2018/4/25 12:51,45,33,19.55,0
ORD,2018/4/25 13:51,47,30.9,19.55,0
ORD,2018/4/25 14:51,49,30,18.4,0
ORD,2018/4/25 15:51,51,28.9,20.7,0
ORD,2018/4/25 16:51,51,30,16.1,0
ORD,2018/4/25 17:51,52,30,18.4,0
ORD,2018/4/25 18:51,51,30,11.5,0
ORD,2018/4/25 19:51,52,32,13.8,0
ORD,2018/4/25 20:51,49,30.9,12.65,0
ORD,2018/4/25 21:51,49,30,11.5,0
ORD,2018/4/25 22:51,47,28,12.65,0
ORD,2018/4/25 23:51,45,30,13.8,0
ORD,2018/4/26 0:51,42,30,11.5,0
ORD,2018/4/26 1:51,42,28.9,9.2,0
ORD,2018/4/26 2:51,41,28,3.45,0
ORD,2018/4/26 3:51,40,28,0,0
ORD,2018/4/26 4:51,39,28.9,3.45,0
ORD,2018/4/26 5:51,40,28.9,0,0
ORD,2018/4/26 6:51,38,28.9,0,0
ORD,2018/4/26 7:51,37,28.9,3.45,0
ORD,2018/4/26 8:51,37,28.9,3.45,0
ORD,2018/4/26 9:51,37,28.9,0,0
ORD,2018/4/26 10:51,36,28.9,3.45,0
ORD,2018/4/26 11:51,38,30.9,0,0
ORD,2018/4/26 12:51,45,30.9,0,0
ORD,2018/4/26 13:51,49,28.9,0,0
ORD,2018/4/26 14:51,54,30,0,0
ORD,2018/4/26 15:51,57,28,0,0
ORD,2018/4/26 16:51,58,26.1,4.6,0
ORD,2018/4/26 17:51,62,28,3.45,0
ORD,2018/4/26 18:51,64,28,0,0
ORD,2018/4/26 19:51,65,28,6.9,0
ORD,2018/4/26 20:51,65,28.9,9.2,0
ORD,2018/4/26 21:51,65,28,6.9,0
ORD,2018/4/26 22:51,65,27,9.2,0
ORD,2018/4/26 23:51,65,28,9.2,0
ORD,2018/4/27 0:51,63,28.9,0,0
ORD,2018/4/27 1:51,56,27,8.05,0
ORD,2018/4/27 2:51,55,28.9,5.75,0
ORD,2018/4/27 3:51,54,30.9,5.75,0
ORD,2018/4/27 4:51,56,30.9,5.75,0
ORD,2018/4/27 5:51,57,30,6.9,0
ORD,2018/4/27 6:51,56,30.9,8.05,0
ORD,2018/4/27 7:51,55,32,6.9,0
ORD,2018/4/27 8:41,53,34,28.75,0
ORD,2018/4/27 8:51,50,33,24.15,0
ORD,2018/4/27 9:51,45,33,18.4,0
ORD,2018/4/27 10:51,44,34,12.65,0
ORD,2018/4/27 11:51,44,35,9.2,0
ORD,2018/4/27 12:51,47,36,14.95,0
ORD,2018/4/27 13:51,49,36,14.95,0
ORD,2018/4/27 14:51,52,32,16.1,0
ORD,2018/4/27 15:51,54,27,12.65,0
ORD,2018/4/27 16:51,55,32,9.2,0
ORD,2018/4/27 17:51,56,30.9,12.65,0
ORD,2018/4/27 18:51,57,30,13.8,0
ORD,2018/4/27 19:51,55,30,10.35,0
ORD,2018/4/27 20:51,53,28,13.8,0
ORD,2018/4/27 21:51,50,26.1,11.5,0
ORD,2018/4/27 22:51,45,28.9,13.8,T
ORD,2018/4/27 23:51,42,33,17.25,0.25
ORD,2018/4/28 0:51,41,34,19.55,0.25
ORD,2018/4/28 1:51,41,34,13.8,0
ORD,2018/4/28 2:39,40,35,18.4,0
ORD,2018/4/28 2:51,40,35,20.7,0
ORD,2018/4/28 3:19,40,34,18.4,0
ORD,2018/4/28 3:51,40,34,18.4,0
ORD,2018/4/28 4:17,40,33,18.4,0
ORD,2018/4/28 4:36,40,33,10.35,0
ORD,2018/4/28 4:51,40,33,8.05,0
ORD,2018/4/28 5:51,39,33,9.2,0
ORD,2018/4/28 6:51,39,32,14.95,0
ORD,2018/4/28 7:51,38,30.9,12.65,0
ORD,2018/4/28 8:51,37,30,14.95,0
ORD,2018/4/28 9:51,36,30,12.65,0
ORD,2018/4/28 10:51,36,30.9,12.65,0
ORD,2018/4/28 11:51,37,30.9,13.8,0
ORD,2018/4/28 12:51,39,30,14.95,0
ORD,2018/4/28 13:51,42,28.9,13.8,0
ORD,2018/4/28 14:51,45,30,8.05,0
ORD,2018/4/28 15:51,47,28,12.65,0
ORD,2018/4/28 16:51,50,30.9,11.5,0
ORD,2018/4/28 17:51,49,28,16.1,0
ORD,2018/4/28 18:51,50,21,14.95,0
ORD,2018/4/28 19:51,49,21.9,16.1,0
ORD,2018/4/28 20:51,49,19.9,16.1,0
ORD,2018/4/28 21:51,47,19.9,19.55,0
ORD,2018/4/28 22:51,46,21,14.95,0
ORD,2018/4/28 23:51,44,18,11.5,0
ORD,2018/4/29 0:51,42,19,11.5,0
ORD,2018/4/29 1:51,40,21.9,9.2,0
ORD,2018/4/29 2:51,39,21.9,5.75,0
ORD,2018/4/29 3:51,38,21.9,6.9,0
ORD,2018/4/29 4:51,36,21.9,4.6,0
ORD,2018/4/29 5:51,34,21.9,6.9,0
ORD,2018/4/29 6:51,34,23,4.6,0
ORD,2018/4/29 7:51,33,23,8.05,0
ORD,2018/4/29 8:51,32,23,5.75,0
ORD,2018/4/29 9:51,32,23,5.75,0
ORD,2018/4/29 10:51,30.9,23,6.9,0
ORD,2018/4/29 11:51,34,25,5.75,0
ORD,2018/4/29 12:51,39,28,6.9,0
ORD,2018/4/29 13:51,43,27,3.45,0
ORD,2018/4/29 14:51,48,21.9,6.9,0
ORD,2018/4/29 15:51,51,19.9,5.75,0
ORD,2018/4/29 16:51,52,19,6.9,0
ORD,2018/4/29 17:51,53,18,5.75,0
ORD,2018/4/29 18:51,54,16,4.6,0
ORD,2018/4/29 19:51,56,17.1,5.75,0
ORD,2018/4/29 20:51,58,17.1,5.75,0
ORD,2018/4/29 21:51,59,17.1,8.05,0
ORD,2018/4/29 22:51,58,16,9.2,0
ORD,2018/4/29 23:51,56,14,10.35,0
ORD,2018/4/30 0:51,51,12,8.05,0
ORD,2018/4/30 1:51,48,9,8.05,0
ORD,2018/4/30 2:51,46,9,6.9,0
ORD,2018/4/30 3:51,45,10.9,6.9,0
ORD,2018/4/30 4:51,43,19,5.75,0
ORD,2018/4/30 5:51,42,21,8.05,0
ORD,2018/4/30 6:51,43,18,5.75,0
ORD,2018/4/30 7:51,42,15.1,5.75,0
ORD,2018/4/30 8:51,41,14,4.6,0
ORD,2018/4/30 9:51,40,16,4.6,0
ORD,2018/4/30 10:51,41,18,5.75,0
ORD,2018/4/30 11:51,45,19.9,8.05,0
ORD,2018/4/30 12:51,52,23,8.05,0
ORD,2018/4/30 13:51,58,21,13.8,0
ORD,2018/4/30 14:51,61,21.9,16.1,0
ORD,2018/4/30 15:51,66,23,14.95,0
ORD,2018/4/30 16:51,69,25,13.8,0
ORD,2018/4/30 17:51,71,25,14.95,0
ORD,2018/4/30 18:51,74,25,14.95,0
ORD,2018/4/30 19:51,77,25,14.95,0
ORD,2018/4/30 20:51,79,26.1,17.25,0
ORD,2018/4/30 21:51,79,27,16.1,0
ORD,2018/4/30 22:51,79,28,13.8,0
ORD,2018/4/30 23:51,78,30,13.8,0
ORD,2018/5/1 0:51,75,30,13.8,0
ORD,2018/5/1 1:51,72,30,14.95,0
ORD,2018/5/1 2:51,70,30,14.95,0
ORD,2018/5/1 3:51,68,30,17.25,0
ORD,2018/5/1 4:51,66,30.9,17.25,0
ORD,2018/5/1 5:51,65,32,13.8,0
ORD,2018/5/1 6:51,64,32,9.2,0
ORD,2018/5/1 7:51,65,32,13.8,0
ORD,2018/5/1 8:51,63,33,13.8,0
ORD,2018/5/1 9:51,61,34,9.2,0
ORD,2018/5/1 10:51,60,35,12.65,0
ORD,2018/5/1 11:51,61,36,12.65,0
ORD,2018/5/1 12:51,63,37,11.5,0
ORD,2018/5/1 13:51,68,41,11.5,0
ORD,2018/5/1 14:51,72,44,12.65,0
ORD,2018/5/1 15:51,76,46,16.1,0
ORD,2018/5/1 16:51,80,48,17.25,0
ORD,2018/5/1 17:51,83,48,18.4,0
ORD,2018/5/1 18:51,84,47,13.8,0
ORD,2018/5/1 19:51,85,45,21.85,0
ORD,2018/5/1 20:51,85,44,17.25,0
ORD,2018/5/1 21:51,84,44,17.25,0
ORD,2018/5/1 22:51,84,44,21.85,0
ORD,2018/5/1 23:51,82,43,19.55,0
ORD,2018/5/2 0:51,80,46,12.65,0
ORD,2018/5/2 1:51,79,47,17.25,0
ORD,2018/5/2 2:51,77,48,16.1,0
ORD,2018/5/2 3:51,76,48,19.55,0
ORD,2018/5/2 4:51,75,49,18.4,0
ORD,2018/5/2 5:51,74,49,16.1,0
ORD,2018/5/2 6:51,73,49,20.7,0
ORD,2018/5/2 7:51,72,49,19.55,0
ORD,2018/5/2 8:51,72,49,16.1,0
ORD,2018/5/2 9:51,71,50,12.65,0
ORD,2018/5/2 10:51,70,50,14.95,0
ORD,2018/5/2 11:51,70,50,12.65,0
ORD,2018/5/2 12:51,71,50,13.8,0
ORD,2018/5/2 13:51,74,50,19.55,0
ORD,2018/5/2 14:51,76,51,16.1,0
ORD,2018/5/2 15:51,77,51,18.4,0
ORD,2018/5/2 16:51,79,51,23,0
ORD,2018/5/2 17:51,82,53,23,0
ORD,2018/5/2 18:51,85,56,14.95,0
ORD,2018/5/2 19:51,86,57,12.65,0
ORD,2018/5/2 20:51,84,56,10.35,0
ORD,2018/5/2 21:31,84,57,10.35,0
ORD,2018/5/2 21:40,82,59,17.25,T
ORD,2018/5/2 21:51,78,62,18.4,T
ORD,2018/5/2 22:17,76,65,10.35,T
ORD,2018/5/2 22:51,76,65,4.6,T
ORD,2018/5/2 23:15,75,65,4.6,0
ORD,2018/5/2 23:24,76,65,4.6,T
ORD,2018/5/2 23:51,73,64,0,T
ORD,2018/5/3 0:09,74,64,8.05,0
ORD,2018/5/3 0:15,75,64,8.05,T
ORD,2018/5/3 0:51,66,58,0,T
